STANOX,LOCATION,STANME
47611,"HARLOW TOWN STN","HARLOW TN"
47621,"ROYDON STN",ROYDON
47701,BROXBOURNE,BROXBORNE
48006,"WEST RUNTON STN","W RUNTON"
48007,"CROMER STN",CROMER
48008,"SHERINGHAM STN",SHERINGHM
48009,"ROUGHTON ROAD STN",ROUGHTNRD
48010,"GUNTON STN",GUNTON
48011,"SHERINGHAM NORTH NORFOLK RLY",SHRGHMNNR
48012,"NORTH WALSHAM SIDINGS (GBRF)",NWALSHAMD
48013,"NORTH WALSHAM STN","N WALSHAM"
48014,"NORTH WALSHAM (BRIT PIPELINE)",NWALSHL
48015,"NORTH WALSHAM (GBRF)",NWALBPL
48016,"WORSTEAD STN",WORSTED
48029,"WROXHAM SIDINGS",HOV&WRXSD
48031,"HOVETON AND WROXHAM STN",HOV&WRXHM
48033,"SALHOUSE STN",SALHOUSE
48053,"GREAT YARMOUTH STN",GTYRMOUTH
48054,"GREAT YARMOUTH (DBS)",GTYARMTCS
48055,"BRITANNIC FARM",BRITNNICF
48056,"ACLE STN",ACLE
48058,"LINGWOOD STN",LINGWOOD
48066,"BERNEY ARMS STN",BERNYARMS
48101,"LOWESTOFT FREIGHT DEPOT",LOWSTFTFD
48104,"LOWESTOFT STN",LOWESTOFT
48114,"LOWESTOFT (ISU CE0","LOWS CE"
48118,"OULTON BROAD NORTH JN",OULTONBNJ
48120,"OULTON BROAD NORTH STN","OULTON BN"
48128,"FELIXSTOWE BEACH JN",FLXBCHJN
48195,"SOMERLEYTON STN",SOMERLYTN
48197,"HADDISCOE STN",HADDISCOE
48201,"REEDHAM (NORFOLK)STN",REEDHM
48202,"REEDHAM SIG RJ43",REEDHAM43
48211,"CANTLEY STN",CANTLEY
48212,"CANTLEY (BRIT SUGAR)","CANTLY BS"
48213,"BUCKENHAM STN",BUCKENHAM
48215,"BRUNDALL STN",BRUNDALL
48216,"BRUNDALL GARDENS STN",BRUNDGDN
48218,WHITLINGHAM,WHITLNGHM
48219,"WENSUM JN","WENSUM JN"
48220,"NORWICH CROWN PT CS (GBRF)",NCHCRNPCS
48221,"NORWICH CROWN POINT T&RSMD","NCH CRNPT"
48222,"NORWICH CROWN POINT SIG 1471","NCP S1471"
48222,"NORWICH CROWN POINT SG CP1491","NCP S1471"
48224,"CROWN POINT FUEL ROAD","CRNPT FR"
48228,"NORWICH THORPE",NORWCHTHP
48230,"NORWICH RIVERSIDE FRGHT DEPOT",NORWCHRFD
48231,"NORWICH STN",NORWICH
48232,"NORWICH JUBILEE SIDINDS",NORWICHJS
48234,"NORWICH (DBS C&W)","NORWCH CW"
48236,"THORPE JN       NORWICH","THORPE JN"
48302,"NORWICH TROWSE YARD","TROWSE YD"
48304,TROWSE,TROWSE
48305,"TROWSE LAKENHAM JN",LAKENHAMJ
48308,"NORWICH TROWSE SWING BGE JN",TROWSSBJN
48309,"NORWICH TROWSE LOWER JN","TROWSE JN"
48313,"NORWICH VICTORIA SIDINGS",NORWCHVIC
48351,TIVETSHALL,TIVETSHAL
48421,HETHERSETT,HETHERSET
48422,"WYMONDHAM SIG W35",WYMDHMW35
48423,"WYMONDHAM SIDING (FLHH)","WYMDHM SD"
48424,"WYMONDHAM SIDING",WYMDHMSDG
48425,"WYMONDHAM STN",WYMONDHAM
48426,"WYMONDHAM LANE","WYMDHM LN"
48427,DEREHAM,DEREHAM
48428,"WYMONDHAM SIG W32",WYMDHMW32
48429,"SPOONER ROW STN",SPOONERRW
48501,"ATTLEBOROUGH STN",ATTLEBORO
48510,"ECCLES ROAD EXCHANGE SIDINGS",ECCLESREX
48511,"ECCLES ROAD STN","ECCLES RD"
48512,"ECCLES ROAD (R JOHNSTON)",ECCLESRD
48513,"ECCLES ROAD (CEMEX)",ECCLSRDFL
48521,"HARLING ROAD STN",HARLINGRD
48523,CROXTON,CROXTON
48993,SWAINSTHORPE,SWAINTHRP
48995,"FLORDON CROSSING",FLORDON
48997,MOULTON,MOULTON
48999,BURSTON,BURSTON
49002,"DISS STN",DISS
49003,DISS,DISSRS
49007,MELLIS,MELLIS
49009,"COW GREEN CROSSOVER","COW GREEN"
49011,"HAUGHLEY JN",HAUGHLYJN
49012,"STOWMARKET DOWN GOODS LOOP",STOWMKDGL
49013,"STOWMARKET (ICI PAINTS)",STOWMRKT
49014,"STOWMARKET STN",STOWMARKT
49015,"STOWMARKET SOUTH CROSSOVER",STOWMKSXO
49016,"NEEDHAM MARKET STN",NEEDHAM
49017,"BARHAM GROUND SIG C01379",BARHAM379
49018,"BARHAM (LAFARGE)",BARHAM
49019,"BARHAM (FLHH)(LAFARGE)",BARHAMFHH
49022,"CLAYDON (SUFFOLK)(LAFARGE)",CLAYDN
49024,"CLAYDON (SUFFOLK)",CLAYDON
49101,"OULTON BROAD SOUTH STN","OULTONB S"
49103,"BECCLES STN",BECCLES
49105,"BRAMPTON (SUFFOLK) STN",BRAMPTON
49107,"HALESWORTH STN",HALESWRTH
49108,"HALESWORTH STN LIMITS BOARD",HALESWRLB
49109,"DARSHAM STN",DARSHAM
49112,"LEISTON SIZEWELL SDG (COAL)",SIZEWCOAL
49114,LEISTON,LEISTON
49117,"SAXMUNDHAM JN",SAXMNDHMJ
49117,"SAXMUNDHAM TAMPER SIDING",SAXMNDHMJ
49118,"SAXMUNDHAM STN",SAXMUNDHM
49119,"WICKHAM MARKET STN",WICKHMMKT
49120,SNAPE,SNAPE
49121,"MELTON STN",MELTON
49122,"FELIXSTOWE SIG NQ2",FELIXSNQ2
49123,"FELIXSTOWE SIG NQ4",FELIXSNQ4
49124,"WOODBRIDGE STN",WOODBRDGE
49125,BEALINGS,BEALINGS
49126,"FELIXSTOWE SIG CO634",FELIXS634
49127,"FELXSTWE STH DOCKS RP GBRF",FLXSSRPGB
49128,"FELIXSTOWE BEACH JN",FELXBECHJ
49129,"FELIXSTOWE SOUTH DOCKS (GBRF)",FELIXSGBR
49130,"FELIXSTOWE SOUTH DOCKS (FLT)",FELIXSFLT
49131,"FELIXSTOWE BEACH (FLT)",FELIXBECH
49132,"FELIXSTOWE SOUTH DOCKS DBS",FELXDKDBS
49133,"FELIXSTOWE CREEK R.S ",FLXCREEKS
49134,"FELIXSTOWE CREEK SIDINGS",FELIXDKS
49135,"FELIXSTOWE NTH DOCKS (FLHH)",FELIXNFHH
49136,"FELIXSTOWE NORTH DOCKS (FLHH)",FELIXNFLT
49136,"FELIXSTOWE FREIGHTLINERS",FELIXNFLT
49137,"FELIXSTOWE TOWN STN",FELXSTW
49138,"TRIMLEY STN",TRIMLEY
49139,"FELIXSTOWE NORTH DOCKS (GBRF)","FELIXN GB"
49140,"FELIXSTOWE NORTH DOCKS (DBS)",FELIXNDBS
49141,"FELIXSTOWE NORTH REP PT (GBRF)",FELIXGBRP
49142,"ROUTES CROSSING","ROUTES XG"
49143,"TRIMLEY SIG CO619",TRIMLY619
49144,"TRIMLEY SIG CO617",TRIMLY617
49145,"DERBY ROAD","DERBY RD"
49146,"DERBY ROAD SIG CO622",DRBYRD622
49147,"FELIXSTOWE NORTH DOCKS RP GBRF",FLXSNRPGB
49148,"FELIXSTOWE OYSTERBED ROADS",FLXOYSTER
49149,"FELIXSTOWE CENTRAL GBRF","FELIXC GB"
49150,"FELIXSTOWE CENTRAL DBS",FELIXCDBS
49151,"WESTERFIELD STN",WSTRFLD
49152,"FELIXSTOWE CENTRAL FREIGHTLINER","FELIXC FL"
49193,"IPSWICH EAST SUFFOLK JN",IPSWCHESJ
49193,"IPSWICH EAST SUFFOLK JUNCTION",IPSWCHESJ
49199,"IPSWICH CARRIAGE STABLING",IPSWCARRS
49200,"IPSWICH YARD (FLT)",IPSWICHYD
49201,"IPSWICH UP AND DOWN GOODS",IPSWCHUDG
49202,"IPSWICH LOCO SIDINGS (FLT)","IPS LOCOS"
49203,"IPSWICH YARD RECEPTION SDGS","IPSYD RCP"
49204,"IPSWICH YARD",IPSWCHEYD
49205,"IPSWICH YARD (GBRF)",IPSWCHREC
49206,IPSWICH,IPSWLRD
49207,"IPSWICH SIGNAL CO822","IPSWH 822"
49208,"IPSWICH SIGNAL CO328","IPSWH 328"
49209,"IPSWICH REC FLR","IPSWH REC"
49210,"IPSWICH SIG CO326","IPSWH 326"
49211,IPSWICH,IPSWICH
49211,FP,IPSWICH
49212,"IPSWICH LOWER YARD REPAIR PT","IPSYD RP"
49213,"IPSWICH LOWER YARD","IPS LOWER"
49214,"IPSWICH CLIFF QUAY",IPSCLIFFQ
49215,"IPSWICH FIELD SIDINGS",IPSFIELDS
49216,"IPSWICH SIGNAL CO820","IPS C0820"
49217,"IPSWICH SIGNAL CO830","IPS C0830"
49218,"IPSWICH SIGNAL CO832","IPS C0832"
49219,"IPSWICH SIG CO297         ","IPS C0297"
49220,"IPSWICH WAGON REPAIR DEPOT",IPSWCHWRD
49221,"IPSWICH WEST BANK TERMINAL","IPS GRFNW"
49222,"IPSWICH SIG CO295         ","IPS C0295"
49223,"IPSWICH HALIFAX JN","IPS HALXJ"
49224,"IPSWICH SHUNT NECK 1",IPSWCHSN1
49225,"IPSWICH BOSS HALL JN",IPSBOSSHJ
49226,"IPSWICH EUROPA JN",IPSEUROPJ
49227,"IPSWICH SIG CO351",IPSWCH351
49228,"IPSWICH SIG CO352",IPSWCH352
49229,"IPSWICH SIG CO333",IPSWCH333
49295,ARDLEIGH,ARDLEIGH
49299,"MANNINGTREE SIGNAL C196",MANTRE196
49300,"BENTLEY (SUFFOLK)",BNTLEY
49301,"MANNINGTREE NORTH JN",MANTREENJ
49302,MANNINGTREE,MANINGTRE
49303,"MANNINGTREE DOWN SDGS","MANTRE DS"
49304,"MANNINGTREE EAST JN","MANTRE EJ"
49305,"MANNINGTREE SIGNAL CR751",MANTRE751
49311,"MISTLEY DOWN LOOP",MISTLYDLP
49313,MISTLEY,MISTLEY
49321,WRABNESS,WRABNESS
49397,"PARKESTON CARLESS REF HSHT",PARKSCRHT
49398,"PARKESTON CARLESS CRV HSHT",PARKSCVH
49399,"PARKESTON NEW YARD S.S. (FLT)",PARKQYDFL
49400,"PARKESTON NEW YARD S.S. (DBS)","PARKQY YD"
49401,"PARKESTON GOODS JN",PARKSGDSJ
49402,"PARKESTON QUAY",PARKSTNQC
49403,"PARKESTON QUAY TIP HARWICH",PQUAYTIP
49404,"PARKESTON QUAY (CTT FORWARDING)","PARKST QY"
49405,"PARKESTON QUAY CONTAINER TERM","PARKQ  CT"
49406,"PARKESTON QUAY STENA CS","PARKQ SCS"
49407,"PARKESTON QUAY HARWICH",PARKSTNQM
49408,"PARKESTON QUAY LOCO SIDING","PARKQY LS"
49409,"HARWICH INTERNATIONAL",HARWCHINT
49409,"PARKESTON SIG P211",HARWCHINT
49410,"PARKESTON QUAY RS","PARKQY RS"
49411,"PARKESTON QUAY CAR TERMINAL",PARKQYCRT
49412,"PARKESTON DOWN THROUGH SIDING","PARKQ DTS"
49413,"PARKESTON QUAY (GBRF)",PARKSTNQY
49414,"PARKESTON QUAY TIP HARWICH","PQUAY TIP"
49415,DOVERCOURT,DOVERCRT
49416,"PARKESTON QUAY HARWICH (GBRF)",PARKSTNQ
49417,"HARWICH INT SIGNAL P21",HARWWCH21
49418,"HARWICH INT SIGNAL P221",HARWHP221
49419,"PARKESTON SIG P245",PARKSN245
49420,"PARKESTON S.S. GBRF",PRKSTSSGB
49422,"HARWICH TOWN","HARWICH T"
50011,WALTON-ON-THE-NAZE,WALTON
50014,FRINTON-ON-SEA,FRINTONOS
50016,"KIRBY CROSS","KIRBY X"
50021,CLACTON-ON-SEA,CLACTONOS
50022,"CLACTON EMU DEPOT",CLACTNEMU
50023,"THORPE-LE-SOKEN SIDING",THORPSOKS
50024,THORPE-LE-SOKEN,THORPLSOK
50025,WEELEY,WEELEY
50026,"GREAT BENTLEY",GTBENTLEY
50027,ALRESFORD,ALRESFORD
50028,WIVENHOE,WIVENHOE
50030,HYTHE,HYTHE
50033,"HYTHE CCD COLCHESTER","HYTHE CCD"
50036,"COLCHESTER EAST GATE JN",EASTGATEJ
50037,"COLCHESTER SIG CO1033",CLCHR1033
50038,"COLCHESTER SIGNAL CO1072",CLCHR1072
50039,"COLCHESTER SIGNAL CC16","COLCHR JN"
50040,"COLCHESTER SIG CO4013",CLCHR4013
50041,"COLCHESTER TOWN",COLCHTOWN
50048,"COLCHESTER LOCO SD","COLCHR SD"
50049,COLCHESTER,COLCHESTR
50049,"COLCHESTER BRIDGE ROAD",COLCHESTR
50050,"COLCHESTER SIG 750",COLCHR750
50051,"COLCHESTER YARD","COLCHR YD"
50052,COLCHESTER,"COLCHR GL"
50053,"COLCHESTER (ISU CE)","CLCHTR CE"
50054,"COLCHESTER UP PASSENGER LOOP",COLCHRUPL
50060,"CHITTS HILL",CHITTSHIL
50099,"MARKS TEY (GBRF)",MARKSTYGB
50101,"MARKS TEY REPAIR POINT",MARKSTEYM
50102,"MARKS TEY",MARKSTEY
50103,"MARKS TEY UP LOOP","M TEY ULP"
50104,"MARKS TEY SIG L872",MKSTEY872
50105,"MARKS TEY","MARKS TEY"
50106,"MARKS TEY",MKSTEYS&T
50107,"CHAPPEL & WAKES COLNE",CHAPLWKCN
50107,"CHAPPEL & WAKES COLNE STM MUSM",CHAPLWKCN
50109,BURES,BURES
50111,"SUDBURY (SUFFOLK)",SUDBURY
50113,KELVEDON,KELVEDON
50204,BRAINTREE,BRAINTREE
50205,"BRAINTREE FREEPORT","BRAINT FP"
50206,CRESSING,CRESSING
50208,"WHITE NOTLEY","WHITE NTL"
50211,WITHAM,WITHAM
50212,"WITHAM DOWN LOOP",WITHAMDLP
50213,"WITHAM UP LOOP",WITHAMULP
50214,"WITHAM SIGNAL SE763","WITHM 763"
50215,"WITHAM UP TAMPER SDG",WITHMUPTS
50217,"HATFIELD PEVEREL",HATFLDPEV
50218,"BRICK HOUSE CROSSOVERS","BRICK HSE"
50218,"CHELMSFORD BEAULIEU PARK","BRICK HSE"
50219,"CHELMSFORD DOWN GOODS LOOP",CHLMFDDGL
50220,"ARBOUR LANE CHELMSFORD",CHLMFDARL
50220,"CHELMSFORD SIGNAL L713",CHLMFDARL
50221,"CHELMSFORD FREIGHT DEPOT",CHLMSFDFD
50223,CHELMSFORD,CHELMSFRD
50225,"CHURCH LANE CROSSOVERS","CHURCH LN"
50227,INGATESTONE,INGATESTN
50228,"INGATESTONE DPL",INGATEDPL
50229,"INGATESTONE SIGNAL L679",INGTST679
50241,"SHENFIELD DOWN CHELMSFORD LOOP",SHENFLDGL
50241,"SHENFIELD SIGNAL L517",SHENFLDGL
50251,"MOUNTNESSING JN",MTNESNGJN
50297,"SOUTHEND VICTORIA UP SDGS NTH",STHEDVUSN
50298,"SOUTHEND VICTORIA UP SDGS STH",STHEDVUSS
50299,"SOUTHEND VICTORIA DN SDGS STH",STHEDVDSS
50301,SOUTHMINSTER,STHMINSTR
50303,"SOUTHMINSTER POWER STATION",STHMNSTR
50304,BURNHAM-ON-CROUCH,BURNMONCR
50305,ALTHORNE,ALTHORNE
50307,"NORTH FAMBRIDGE",NFAMBRDGE
50308,"SOUTH WOODHAM FERRERS",SWOODHMFR
50309,BATTLESBRIDGE,BATTLSBDG
50310,"SOUTHEND VIC POST OFFICE TERML",STHENDPOT
50311,"SOUTHEND VICTORIA STN",STHENDVIC
50312,"SOUTHEND VICTORIA DN SDGS NTH",STHEDVDSN
50314,PRITTLEWELL,PRITLWELL
50315,"SOUTHEND AIRPORT STN",STHENDAIR
50316,ROCHFORD,ROCHFORD
50317,"HOCKLEY SIGNAL L0636",HOCKLY636
50318,HOCKLEY,HOCKLEY
50319,"SHENFIELD SIG 538",SHENFD538
50320,"SHENFIELD UP SIDING",SHENFLDUS
50321,RAYLEIGH,RAYLEIGH
50322,"WICKFORD SIGNAL L5150",WICKFD515
50323,"WICKFORD UP SIDINGS","WICKFD US"
50324,WICKFORD,WICKFORD
50325,"WICKFORD DOWN REFUGE SIDING",WICKFDDRS
50326,"SHENFIELD MIDDLE SIDING",SHENFLDMS
50327,BILLERICAY,BILERICAY
50328,SHENFIELD,SHENFIELD
50329,"SHENFIELD LONDON END JN","SHEN LEJN"
50330,"SHENFIELD DOWN SIDING",SHENFLDDS
50331,"BRENTWOOD STN",BRENTWOOD
50332,"BILLERICAY CROSSOVER",BILERCYXO
50333,"HAROLD WOOD STN",HAROLDWOD
50334,"GIDEA PARK STN",GIDEAPARK
50334,"GIDEA PARK UP GOODS LOOP",GIDEAPARK
50335,"GIDEA PARK (RAILSTORE)",GIDEPKR
50336,"GIDEA PARK CHS",GIDEAPKCS
50337,"GIDEA PARK MIDDLE SIDING",GIDEAPKMS
50338,"SHENFIELD UP LOOP",SHENFLDUL
50339,"GIDEA PARK COUNTRY END JN",GIDEAPCEJ
50340,"GIDEA PARK COUNTRY END SPUR",GIDEAPCES
50341,"GIDEA PARK SIG L5125",GIDPK5125
50391,"EMERSON PARK STN",EMERSONPK
50392,"UPMINSTER STN PLT 6","UPMIN P6"
50398,"ROMFORD SIG L450",ROMFD450
50399,"ROMFORD SIG 440",ROMFD440
50401,"ROMFORD STN",ROMFORD
50401,"ROMFORD DOWN MAIN LOOP",ROMFORD
50402,"ROMFORD JN","ROMFD JN"
50402,"ROMFORD RECEPTION ROAD","ROMFD JN"
50403,"ROMFORD CE",ROMFORDCE
50404,"ROMFORD SIGNALS L438/5107","ROMFD LEJ"
50404,"ROMFORD SIGNAL L5107","ROMFD LEJ"
50405,"CHADWELL HEATH STN",CHADWLHTH
50405,"CHADWELL HEATH JUNCTION",CHADWLHTH
50406,"CHADWELL HEATH TURNBACK",CHADWLHTB
50412,"GOODMAYES STN",GOODMAYES
50412,"GOODMAYES UP RECEPTION",GOODMAYES
50417,"SEVEN KINGS STN",SEVENKNGS
50419,"ILFORD COUNTRY END JN","ILFD LEJN"
50420,"ILFORD (LEVEL 5) DEPOT",ILFORDWKS
50421,"ILFORD EMUD WHEEL LATHE ROAD",ILFRDWLRD
50422,"ILFORD CAR SHEDS ELEC MD",ILFORDEMD
50423,ILFORD,ILFORD
50424,"ILFORD SIGNAL L341","ILFORD SJ"
50425,"ILFORD EMUD WHL LATHE RD (FLT)",ILFORDWLR
50426,"ILFORD SIGNAL L5087",ILFDL5087
50427,"ILFORD SIGNAL L336",ILFORD336
50428,"REDBRIDGE LT STATION",REDBRGELT
50430,"ILFORD ALDERSBROOK UP CHS",ILFORDUCS
50430,"ALDERSBROOK SIGNAL 337/354",ILFORDUCS
50431,"MANOR PARK",MANORPARK
50431,"MANOR PARK JUNCTION",MANORPARK
50434,"FOREST GATE JN",FORESTGTJ
50435,"FOREST GATE",FORESTGTE
50436,"MARYLAND EAST JUNCTION",MARYLNDEJ
50437,"MARYLAND WEST JUNCTION",MARYLNDWJ
50438,MARYLAND,MARYLAND
50499,"SHOEBURYNESS LONDON END JN",SHOEBYLEJ
51001,SHOEBURYNESS,SHOEBYNES
51002,SHOEBURYNESS,SHOEBYNS
51003,"SHOEBURYNESS C.S.",SHBYNESCS
51004,"THORPE BAY",THORPEBAY
51005,"SOUTHEND EAST",SOUTHENDE
51007,"SOUTHEND CENTRAL",SOUTHENDC
51009,WESTCLIFF,WESTCLIFF
51011,CHALKWELL,CHALKWELL
51013,LEIGH-ON-SEA,LEIGHONSE
51014,BENFLEET,BENFLEET
51015,"PITSEA DOWN SIDING","PITSEA DS"
51016,PITSEA,PITSEA
51017,"PITSEA UP SIDING","PITSEA US"
51019,BASILDON,BASILDON
51022,"FOBBING CROSSING","FOBBING X"
51023,STANFORD-LE-HOPE,STNLEHOPE
51102,"THAMES HAVEN CORYTON TERMINAL",THAMESHVN
51103,"THAMES HAVEN",THAMESHAV
51104,"THAMES HAVEN","THAMES HV"
51105,"SHELL HAVEN REFINERY","SHELL HVN"
51106,"SHELL HAVEN REFINERY",SHELLHVN
51107,"CURRY MARSH SDGS SHELL HAVEN",CURRYMSHS
51108,"CURRY MARSH","CURRY MSH"
51120,"LONDON GATEWAY GBRF","THLG GBRF"
51121,"THAMES HAVEN JN",THAMESHJN
51122,"THAMES HAVEN SIG UR882",THMSHV882
51123,"THAMES HAVEN SIG UR888",THMSHV888
51124,"THAMES HAVEN SIG LG15",THMSHV15
51125,"LONDON GATEWAY ARRIVAL","THLG ARR"
51126,"LONDON GATEWAY DBSCHENKER","THLG DBS"
51127,"LONDON GATEWAY FRGHTLINER","THLG FL"
51128,"LONDON GATEWAY PORT LG11",THLGP11
51129,"LONDON GATEWAY DEP LINE","THLG DEP"
51130,"EAST TILBURY","E TILBURY"
51131,"THAMES HAVEN SIG LG14",THMSHV14
51133,"LOW STREET SIGNAL BOX","LOW ST LC"
51192,"TILBURY RIVERSIDE (COLAS)",TLBYRIVCR
51193,"TILBURY IRFT (COLAS)",TILBYRTCR
51194,"TILBURY IRFT (DRS)",TILBYRTDR
51195,"TILBURY IRFT (DBS)","TILB IRFT"
51196,"TILBURY IRFT (GBRF)",TILBIRTGB
51197,"TILBURY IRFT (DBS)","TILBY IRT"
51198,"TILBURY IRFT (FREIGHTLINER)",TILBYIRFT
51199,"TILBURY IRFT CRIPPLE SIDING",TILBYFTCS
51200,"TILBURY RAIL CONTAINER TERMINL",TLBYEWS
51202,"TILBURY WEST JN",TILBRYWJN
51203,"TILBURY TOWN","TILBRY TN"
51204,"TILBURY RAIL CONTAINER TERMINL","TILBRY CT"
51205,"TILBURY RAIL CONTAINER TERMINL",TILBURYCT
51206,"TILBURY GRAIN TERMINAL",TILBURYGT
51207,"TILBURY NORTHFLEET HOPE TL(FLT)",TILBRYNHT
51208,"TILBURY GRAIN TERMINAL","TILBRY GT"
51209,"TILBURY NORTHFLT HOPE TL (DBS)",TLBYNHT
51210,"TILBURY CONTAINER SERVICES",TILBRYTCS
51301,LAINDON,LAINDON
51305,"WEST HORNDON","W HORNDON"
51309,OCKENDON,OCKENDON
51311,GRAYS,GRAYS
51312,"GRAYS SEABROOK SIDINGS",SEABROOK
51313,"CHAFFORD HUNDRED",CHAFFD100
51314,"WEST THURROCK GRAYS",WTHUROCK
51315,"WEST THURROCK GRAYS",WTHURROCK
51321,"WEST THURROCK JN",WTHUROCKJ
51322,"WEST THURROCK SIDINGS (FLHH)",WTHURKFHH
51323,"WEST THURROCK SIDINGS",WTHURKDBS
51331,"MANOR SIDINGS WEST THURROCK","WTHURK MS"
51336,PURFLEET,"PURFLT VN"
51338,PURFLEET,"PURFLT FY"
51340,"PURFLEET DEEP WHARF (DBS INT)","PURFLT DW"
51341,"PURFLEET DEEP WHARF (DBS)",PURFLTWTR
51342,"PURFLEET DEEP WHARF (FLT)",PURFLTDWF
51343,PURFLEET,PURFLTLAF
51344,PURFLEET,PURFLEET
51345,PURFLEET,PURFLTPBT
51346,"PURFLEET LONG SIDING","PURFLT LS"
51347,"RAINHAM (ESSEX)",RAINHAMEX
51349,"WENNINGTON CROSSOVER",WENNGTNXO
51351,UPMINSTER,UPMINSTER
51352,UPMINSTER,UPMINSTCE
51353,UPMINSTER,UPMINSTLT
51354,"UPMINSTER TAMPER SIDING",UPMNTMPSD
51359,"DAGENHAM EAST","DAGEHAM E"
51361,"DAGENHAM EAST","DAGENHM E"
51397,"DAGENHAM FORD MC SIG UR821",DAGHAM821
51398,"DAGENHAM FORD MC SIG UR826","DAGM S826"
51399,"DAGENHAM DOCK (COLAS)",DAGDOCKCR
51400,"DAGENHAM DOCK",DAGENHMDK
51401,"DAGENHAM DOCK (DBS)",DAGEHMDK
51402,"DAGENHAM DOCK STN","DAGENH DK"
51403,"DAGENHAM DOCK DOWN YARD",DAGDKDNYD
51404,"DAGENHAM DOCK (FLT)",DAGENHDK
51405,"DAGENHAM DOCK (DBS)","DAGDK DBS"
51406,"DAGENHAM DOCK","DAGNHM DK"
51407,"DAGENHAM DOCK (ARC)",DAGNDOCK
51408,"DAGENHAM DOCK",DAGNDKREP
51409,"DAGENHAM DOCK",DAGNHDK
51410,"DAGENHAM DOCK (FLHH)",DAGHMDOCK
51411,"DAGENHAM DOCK RECP GBRF",DGNHMDKGB
51412,"DAGENHAM DOCK JN",DAGENHDKJ
51505,"RENWICK ROAD JN RIPPLE LANE",RENWKRDJN
51508,"RIPPLE LANE SIG 806",RIPPLE806
51509,"RIPPLE LANE YARD BARKING",RIPPLELYD
51509,"RIPPLE LANE WEST YARD",RIPPLELYD
51510,"RIPPLE LANE BKING GRD SIG FW6",RIPPLEFW6
51511,"RIPPLE LANE BARKING","RIPPLE LN"
51512,"RIPPLE LANE TERMINAL BARKING",RIPPLNFLT
51514,"RIPPLE LN BARKING(FLT TL)(DRS)",RIPLFLTDR
51515,"RIPPLE LANE YARD BARKING (EP2)",RIPLFLTEP
51516,"RIPPLE LANE BARKING","RIPPLE LA"
51517,"RIPPLE LANE RAILHEAD",RIPPLELN
51518,"RIPPLE LANE RAILHEAD",RIPPLELNE
51519,"RIPPLE LANE H GROUP SDGS",RIPLHGSDG
51520,"RIPPLE LANE CTRL",RIPPLELCT
51521,"RIPPLE LANE EXCHANGE SIDINGS",RIPLNCTEX
51522,"RIPPLE LANE FLT (DBS)",RIPPLNDBS
51523,"RIPPLE LANE FLT (GBRF)",RIPPLNGB
51524,"RIPPLE LANE FLT (GBRF)C & W",RPLLGBCW
51525,"RIPPLE LANE EXCH SDGS GBRF",RPPLNEXGB
51529,"BARKING UPNEY JUNCTION","UPNEY JN"
51530,"BARKING STATION JN",BARKBGSTJ
51531,"BARKING STN",BARKING
51531,"BARKING NO 1 PLATFORM",BARKING
51532,"BARKING LUL",BARKINGLU
51534,"BARKING JUNCTION",BARKINGJN
51541,"WOODGRANGE PARK STN",WOODGRAPK
51542,"WOODGRANGE PARK SIG L920",WOODGR920
51545,"WANSTEAD PARK STN","WANSTD PK"
51547,"LEYTONSTONE HIGH ROAD STN",LEYTNSTNH
51551,"LEYTON MIDLAND ROAD STN",LEYTONMRD
51553,"WALTHAMSTOW QUEENS ROAD STN",WLTHMSTQR
51555,"BLACKHORSE ROAD STN",BLKHORSRD
51556,"SOUTH TOTTENHAM SIG S16",STOTNHM16
51557,"SOUTH TOTTENHAM ADVANCE SIGNAL",STHTOTTAS
51558,"SOUTH TOTTENHAM STN","S TOTTNHM"
51559,"SOUTH TOTTENHAM SIG S19",STOTNHM19
51560,"SOUTH TOTTENHAM SIG S17",STOTNHM17
51561,"HARRINGAY GREEN LANES STN",HARGAYGLA
51561,"HARRINGAY GREEN LANES",HARGAYGLA
51562,"HARRINGAY PARK JUNCTION",HARNGYPKJ
51563,"CROUCH HILL STN","CROUCH HL"
51602,"EAST HAM ELEC MD","EHAM EMD"
51603,"EAST HAM DEPOT COUNTRY END JN",EHAMDPCEJ
51604,"EAST HAM LT",EASTHAMLT
51702,"HERTFORD EAST STN",HERTFORDE
51702,"HERTFORD DEPOT",HERTFORDE
51707,"WARE STN",WARE
51711,"ST MARGARETS (HERTS)STN",STMRGRETS
51717,"RYE HOUSE STN","RYE HOUSE"
51718,"BROXBOURNE DOWN TAMPER SDG",BROXBDNTS
51720,"BROXBOURNE JUNCTION","BROXBN JN"
51721,"BROXBOURNE FREIGHT DEPOT",BROXBRNFD
51722,"BROXBOURNE STN",BROXBOURN
51723,"BROXBOURNE SIG L5331",BROXB5331
51724,"BROXBOURNE SIGNAL L5315",BROXB5315
51725,"BROXBOURNE DOWN PASSENGER LOOP",BROXBNDPL
51726,"BROXBOURNE UP PASSENGER LOOP",BROXBNUPL
51726,"BROXBOURNE SIG L1226",BROXBNUPL
51727,"BROXBOURNE SIG BN30",BROXBN30
51815,"CHESHUNT STN",CHESHUNT
51912,"WALTHAM CROSS STN",WALTHMCRS
51913,"ENFIELD LOCK STN",ENFLDLOCK
51914,"BRIMSDOWN STN",BRIMSDOWN
51918,"PONDERS END STN",PONDRSEND
